;open;tile;name;size;stock;img;range;collection;uses;brochure;availability
0;['tilereveal-ajax'];['31545', 'false', 'https://www.minoli.co.uk/tiles/clay-outdoor-trust-2-2-2/'];['Clay Delight Outdoor'];['80/80 (20 mm)'];['CLY1015', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/03/feature_0000s_0005_Clay_CL02_Delight_80x80-710x710.jpg'];['Clay - Outdoor', 'https://www.minoli.co.uk/ranges/clay-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['31557', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2/', '31557', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2/', '31557', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2/', '31557', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2/'];['Trust Gold Outdoor \n', 'Trust Gold Outdoor ', 'Trust Gold Outdoor ', 'Trust Gold Outdoor '];['60/120 (20 mm)', '45/90 (20 mm)', '60/60 (20 mm)', '30/60 (20 mm)'];['TRT1069', 'Non-stock items – Approx. 21-28 days', 'TRT1065', 'Non-stock items – Approx. 21-28 days', 'TRT1061', 'Non-stock items – Approx. 21-28 days', 'TRT1057', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Trust-Gold-Lastra-60x120-710x358.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Gold-Lastra-45x90-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Gold-Lastra.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Gold-Lastra-30x60.jpg'];['Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax'];['31956', 'false', 'https://www.minoli.co.uk/tiles/citta-tortora/'];['Citta Tortora'];['10/30 (6 mm)'];['VC02532', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/Minoli-Citta-Tortora-100x300.jpg'];['Citta', 'https://www.minoli.co.uk/ranges/citta/'];['Core Collection', 'https://www.minoli.co.uk/collections/core-collection/'];['Wall'];['false'];['in-stock']
0;['tilereveal-ajax'];['31543', 'false', 'https://www.minoli.co.uk/tiles/clay-outdoor-trust-2-2/'];['Clay Awake Outdoor '];['80/80 (20 mm)'];['CLY1016', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/03/feature_0000s_0004_Clay_CL03_Awake_80x80-710x710.jpg'];['Clay - Outdoor', 'https://www.minoli.co.uk/ranges/clay-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31554', 'false', 'https://www.minoli.co.uk/tiles/twelvenoon-outdoor-daylight-2-2/', '31554', 'false', 'https://www.minoli.co.uk/tiles/twelvenoon-outdoor-daylight-2-2/'];['TwelveNoon Honey Outdoor ', 'TwelveNoon Honey Outdoor \n'];['30/120 (20 mm)', '19.7/120 (20 mm)'];['TWN1018', 'Please check stock availability at time of ordering', 'TWN1021', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Minoli-Twelvenoon-Honey-Lastra-30x120-710x181.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Minoli-Twelvenoon-Honey-Lastra-30x120-710x181.jpg'];['Twelvenoon - Outdoor', 'https://www.minoli.co.uk/ranges/twevenoon-outdoor/', 'Twelvenoon - Outdoor', 'https://www.minoli.co.uk/ranges/twevenoon-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['in-stock', 'special-order']
0;['tilereveal-ajax'];['31985', 'false', 'https://www.minoli.co.uk/tiles/flux-outdoor-bone/'];['Flux Bone Outdoor'];['60/60 (20 mm)'];['VC03706', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux_0001__Flux_Bone_60x60_RT_AL4U-710x710.jpg'];['Flux - Outdoor', 'https://www.minoli.co.uk/ranges/flux-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['in-stock']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31571', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2-2-2/', '31571', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2-2-2/'];['Raw Mud Outdoor ', 'Raw Mud Outdoor '];['120/120 (20mm)', '60/120 (20mm)'];['RAW1040', 'Non-stock items – Approx. 21-28 days', 'RAW1036', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/grip_0001Raw_Mud_120x120_Textured_A06P_01-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/raw-rect_0002_Raw_Mud_60x120_Textured_A0JR_01-710x355.jpg'];['Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/', 'Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax'];['31085', 'false', 'https://www.minoli.co.uk/tiles/clay-outdoor-trust/'];['Clay Trust Outdoor '];['80/80 (20mm)'];['CLY1018', 'Non-stock items - Approx. 6-8 weeks'];['https://www.minoli.co.uk/wp-content/uploads/2021/03/feature_0000s_0000_Clay_CL07_Trust_80x80-710x710.jpg'];['Clay - Outdoor', 'https://www.minoli.co.uk/ranges/clay-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32258', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-coke/', '32258', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-coke/', '32258', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-coke/', '32258', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-coke/'];['Bravestone Coke Outdoor \n', 'Bravestone Coke Outdoor ', 'Bravestone Coke Outdoor ', 'Bravestone Coke Outdoor '];['120/120 (20 mm)', '60/120 (20 mm)', '45/90 (20 mm)', '60/60 (20 mm)'];['BVS1067', 'Non-stock items – Approx. 21-28 days', 'BVS1065', 'Non-stock items – Approx. 21-28 days', 'BVS1060', 'Non-stock items – Approx. 21-28 days', 'BVS1055', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Bravestone-Coke-Lastra.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Coke-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Coke-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Coke-Lastra.jpg'];['Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31963', 'false', 'https://www.minoli.co.uk/tiles/norway-outdoor-farge/', '31963', 'false', 'https://www.minoli.co.uk/tiles/norway-outdoor-farge/'];['Norway Farge Textured Outdoor', 'Norway Farge Textured Outdoor'];['60/60 (20 mm)', '80/80 (20 mm)'];['VC03722', 'Please check stock availability at time of ordering', 'NWY1103', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/10/Untitled-1_0000_Norr_20_RR05-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/10/Untitled-1_0000_Norr_20_RR05-710x710.jpg'];['Norway - Outdoor', 'https://www.minoli.co.uk/ranges/norway-outdoor/', 'Norway - Outdoor', 'https://www.minoli.co.uk/ranges/norway-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['in-stock', 'special-order']
0;['tilereveal-ajax'];['32433', 'false', 'https://www.minoli.co.uk/tiles/laos-perla/'];['Laos Perla\n'];['25/70 (8.5 mm)'];['LAO1002', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2021/09/web_0003_LAOS-Perla.jpg'];['Laos', 'https://www.minoli.co.uk/ranges/laos/'];['Core Collection', 'https://www.minoli.co.uk/collections/core-collection/'];['Wall'];['false'];['in-stock']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['31999', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-cream/', '31999', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-cream/', '31999', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-cream/'];['Boost Cream Outdoor ', 'Boost Cream Outdoor ', 'Boost Cream Outdoor \n'];['120/120 (20 mm)', '60/120 (20 mm)', '60/60 (20 mm)'];['BST1143', 'Non-stock items – Approx. 21-28 days', 'BST1131', 'Non-stock items – Approx. 21-28 days', 'BST1123', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Cream_120x120_Textured_A3DD_12-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Cream_75x150_Matte_A28B_2-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Cream_120x120_Textured_A3DD_12-710x710.jpg'];['Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax'];['31548', 'false', 'https://www.minoli.co.uk/tiles/axis-outdoor-grey-timber-2/'];['Axis Brown Chestnut Outdoor\n'];['45/90 (20 mm)'];['AXS1032', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/45-lastra-brown-chestnut-710x363.jpg'];['Axis - Outdoor', 'https://www.minoli.co.uk/ranges/axis-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31991', 'false', 'https://www.minoli.co.uk/tiles/lims-outdoor-desert/', '31991', 'false', 'https://www.minoli.co.uk/tiles/lims-outdoor-desert/'];['Lims Desert Outdoor', 'Lims Desert Outdoor'];['60/120 (20 mm)', '60/60 (20 mm)'];['LMS1048', 'Non-stock items – Approx. 21-28 days', 'LMS1044', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/10/120_0001_Lims_Desert_60X120_Textured_A3LX_4-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/10/Untitled-2_0000s_0003_Lims_Desert_60X60_Textured_A3L1_4-710x710.jpg'];['Lims - Outdoor', 'https://www.minoli.co.uk/ranges/lims-outdoor/', 'Lims - Outdoor', 'https://www.minoli.co.uk/ranges/lims-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax'];['32269', 'false', 'https://www.minoli.co.uk/tiles/etic-outdoor-rovere-venice/'];['Etic Rovere Venice Outdoor \n'];['30/120 (20 mm)'];['ETC1041', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Minoli-Etic-Rovere-Venice-25x150-710x118.jpg'];['Etic - Outdoor', 'https://www.minoli.co.uk/ranges/etic-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32006', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-tobacco/', '32006', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-tobacco/', '32006', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-tobacco/'];['Boost Tobacco Outdoor ', 'Boost Tobacco Outdoor ', 'Boost Tobacco Outdoor \n'];['120/120 (20 mm)', '60/120 (20 mm)', '60/60 (20 mm)'];['BST1146', 'Non-stock items – Approx. 21-28 days', 'BST1134', 'Non-stock items – Approx. 21-28 days', 'BST1126', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Tobacco_120x120_Textured_A3DH_09-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Tobacco_75x150_Matte_A21Q_4-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Tobacco_120x120_Textured_A3DH_09-710x710.jpg'];['Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31988', 'false', 'https://www.minoli.co.uk/tiles/lims-outdoor-beige/', '31988', 'false', 'https://www.minoli.co.uk/tiles/lims-outdoor-beige/'];['Lims Beige Outdoor', 'Lims Beige Outdoor'];['60/120 (20 mm)', '60/60 (20 mm)'];['LMS1046', 'Non-stock items – Approx. 21-28 days', 'LMS1042', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/10/120_0003_Lims_Beige_60X120_Textured_A3LV_2-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/10/Untitled-2_0000s_0001__Lims_Beige_60X60_Textured_A3LZ_3-710x710.jpg'];['Lims - Outdoor', 'https://www.minoli.co.uk/ranges/lims-outdoor/', 'Lims - Outdoor', 'https://www.minoli.co.uk/ranges/lims-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32004', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-taupe/', '32004', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-taupe/', '32004', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-taupe/'];['Boost Taupe Outdoor \n', 'Boost Taupe Outdoor ', 'Boost Taupe Outdoor '];['120/120 (20 mm)', '60/120 (20 mm)', '60/60 (20 mm)'];['BST1145', 'Non-stock items – Approx. 21-28 days', 'BST1133', 'Non-stock items – Approx. 21-28 days', 'BST1125', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Taupe_120x120_Textured_A3DF_12-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Taupe_75x150_Matte_A28E_4-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/04/BoostPro_Taupe_120x120_Textured_A3DF_12-710x710.jpg'];['Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32261', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-gypsum/', '32261', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-gypsum/', '32261', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-gypsum/'];['Bravestone Gypsum Outdoor\n', 'Bravestone Gypsum Outdoor', 'Bravestone Gypsum Outdoor'];['60/120 (20 mm)', '45/90 (20 mm)', '60/60 (20 mm)'];['BVS1061', 'Non-stock items – Approx. 21-28 days', 'BVS1056', 'Non-stock items – Approx. 21-28 days', 'BVS1051', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Bravestone-Gypsum-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Gypsum-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravstone-Gypsum-Lastra.jpg'];['Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/', '32758', 'false', 'https://www.minoli.co.uk/tiles/aplomb-canvas/'];['Aplomb Canvas Minidots\n', 'Aplomb Canvas Stripes\n', 'Aplomb Canvas Leaf\n', 'Aplomb Canvas Flora\n', 'Aplomb Canvas Mosaico Net', 'Aplomb Canvas Mosaico Arch', 'Aplomb Canvas Mosaico Triangle'];['50/120 (8.5mm)', '50/120 (8.5mm)', '50/120 (8.5mm)', '50/120 (8.5mm)', '30/30 (8.5mm)', '32/32 (8.5mm)', '31.5/30.5 (8.5mm)'];['APB1003', 'Non-stock items - Approx. 21-28 days', 'APB1008', 'Non-stock items - Approx. 21-28 days', 'APB1013', 'Non-stock items - Approx. 21-28 days', 'APB1018', 'Non-stock items - Approx. 21-28 days', 'APB1031', 'Non-stock items - Approx. 21-28 days', 'APB1021', 'Non-stock items - Approx. 21-28 days', 'APB1026', 'Non-stock items - Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Minidots_50x120_A6E5-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Stripes_50x120_A6E9-710x301.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Leaf_50x120_A6FD_2-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Flora_50x120_Matte_A6SJ-copia-710x297.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Mosaico_Net_30x30_A6SW.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Mosaico_Arch_32x32_A6SM.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Mosaico_Triangle_315x305_A6SR.jpg'];['Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall', 'Wall', 'Wall', 'Wall', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32000', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-grey/', '32000', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-grey/', '32000', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-grey/', '32000', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-grey/', '32000', 'false', 'https://www.minoli.co.uk/tiles/boost-outdoor-grey/'];['Boost Grey Outdoor \n', 'Boost Grey Outdoor ', 'Boost Grey Outdoor ', 'Boost Grey Outdoor ', 'Boost Grey Outdoor '];['120/240 (20 mm)', '120/120 (20 mm)', '90/90 (20 mm)', '60/120 (20 mm)', '60/60 (20 mm)'];['BST1148', 'Non-stock items – Approx. 21-28 days', 'BST1140', 'Non-stock items – Approx. 21-28 days', 'BST1136', 'Non-stock items – Approx. 21-28 days', 'BST1128', 'Non-stock items – Approx. 21-28 days', 'BST1120', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Boost-Grey-Matt-120x240-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Boost-Grey-Lastra-120x120-1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Boost-Grey-Lastra-120x120-1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Boost-Grey-Matt-75x150-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Boost-Grey-Lastra-120x120-1-710x710.jpg'];['Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/', 'Boost - Outdoor', 'https://www.minoli.co.uk/ranges/boost-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31564', 'false', 'https://www.minoli.co.uk/tiles/travelling-outdoor-east-grey-2/', '31564', 'false', 'https://www.minoli.co.uk/tiles/travelling-outdoor-east-grey-2/'];['Travelling South Gold Outdoor ', 'Travelling South Gold Outdoor '];['30/120 (20mm)', '60/60 (20mm)'];['TRV1018', 'Non-stock items – Approx. 21-28 days', 'TRV1014', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/traveliing-south-gold-45-lastra-710x186.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Travelling-South-Gold-Lastra.jpg'];['Travelling - Outdoor', 'https://www.minoli.co.uk/ranges/travelling-outdoor/', 'Travelling - Outdoor', 'https://www.minoli.co.uk/ranges/travelling-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
