;open;tile;name;size;stock;img;range;collection;uses;brochure;availability
0;['tilereveal-ajax', 'tilereveal-ajax'];['31569', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2-2/', '31569', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2-2/'];['Raw Pearl Outdoor \n', 'Raw Pearl Outdoor \n'];['120/120 (20 mm)', '60/120 (20 mm)'];['RAW1039', 'Non-stock items – Approx. 21-28 days', 'RAW1035', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/grip_0000Raw_Pearl_60x120_Textured_A0JP_01-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/raw-rect_0000_Raw_Pearl_60x120_Textured_A0JP_01-710x355.jpg'];['Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/', 'Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/', '32705', 'false', 'https://www.minoli.co.uk/tiles/aplomb-white/'];['Aplomb White Minidots \n', 'Aplomb White Stripes \n', 'Aplomb White Mesh \n', 'Aplomb White Leaf \n', 'Aplomb Canvas Flora\n', 'Aplomb White Mosaico Net ', 'Aplomb White Mosaico Arch ', 'Aplomb White Mosaico Triangle '];['50/120 (8.5mm)', '50/120 (8.5mm)', '50/120 (8.5mm)', '50/120 (8.5mm)', '50/120 (8.5mm)', '30/30 (8.5mm)', '32/32 (8.5mm)', '31.5/30.5 (8.5mm)'];['APB1001', 'Non-stock items - Approx. 21-28 days', 'APB1006', 'Non-stock items - Approx. 21-28 days', 'APB1011', 'Non-stock items - Approx. 21-28 days', 'APB1012', 'Non-stock items - Approx. 21-28 days', 'APB1018', 'Non-stock items - Approx. 21-28 days', 'APB1029', 'Non-stock items - Approx. 21-28 days', 'APB1019', 'Non-stock items - Approx. 21-28 days', 'APB1024', 'Non-stock items - Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_white_Minidots_50x120_A6ER-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Stripes_50x120_A6E7-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Mesh_50x120_A6FB-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Leaf_50x120_A6FC_1-710x296.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_Canvas_Flora_50x120_Matte_A6SJ-copia-710x297.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Mosaico-Net_30x30_A6SU.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Mosaico-Arch_32x32_A6SK.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_Aplomb_White_Mosaico-Triangle_315x305_A6SP.jpg'];['Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/', 'Aplomb', 'https://www.minoli.co.uk/ranges/aplomb/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall', 'Wall', 'Wall', 'Wall', 'Wall', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['32435', 'false', 'https://www.minoli.co.uk/tiles/miller-silver/', '32435', 'false', 'https://www.minoli.co.uk/tiles/miller-silver/'];['Miller Silver\n', 'Miller Sook Décor'];['25/70 (8.5 mm)', '25/70 (8.5 mm)'];['MLR1002', 'Please check stock availability at time of ordering', 'MLR1003', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2021/09/web_0001_Miller-Silver.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/09/web_0000_Miller-Sook-Perla-Decor.jpg'];['Miller', 'https://www.minoli.co.uk/ranges/miller/', 'Miller', 'https://www.minoli.co.uk/ranges/miller/'];['Core Collection', 'https://www.minoli.co.uk/collections/core-collection/', 'Core Collection', 'https://www.minoli.co.uk/collections/core-collection/'];['Wall', 'false'];['false', 'false'];['in-stock', 'in-stock']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/', '33118', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-tobacco/'];['Boost Stone Tobacco Matt\n', 'Boost Stone Tobacco Matt\n', 'Boost Stone Tobacco Matt\n', 'Boost Stone Tobacco Grip\n', 'Boost Stone Tobacco Matt\n', 'Boost Stone Tobacco Matt\n', 'Boost Stone Tobacco Grip\n', 'Boost Stone Tobacco Mosaico Hex', 'Boost Stone Tobacco Brick', 'Boost Stone Tobacco Mosaico Matt'];['120/278 (6mm)', '120/120 (9mm)', '60/120 (9mm)', '60/120 (9mm)', '60/60 (9mm)', '30/60 (9mm)', '30/60 (9mm)', '25/28.5 (9mm)', '30/60 (9mm)', '30/30 (9mm)'];['BST1255', 'Non-stock items - Approx. 21-28 days', 'BST1265', 'Non-stock items - Approx. 21-28 days', 'BST1275', 'Non-stock items - Approx. 21-28 days', 'BST1305', 'Non-stock items - Approx. 21-28 days', 'BST1285', 'Non-stock items - Approx. 21-28 days', 'BST1295', 'Non-stock items - Approx. 21-28 days', 'BST1315', 'Non-stock items - Approx. 21-28 days', 'BST1352', 'Non-stock items - Approx. 21-28 days', 'BST1362', 'Non-stock items - Approx. 21-28 days', 'BST1372', 'Non-stock items - Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_120x278_Matte_A6SF_1-1-710x308.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_120x120_Matte_A6QZ_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_60x120_Matte_A6RA_1-1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_30x60_Grip_A669_1-1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_60x60_Matte_A6RO_1-1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_30x60_Matte_A6R5_1-1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_30x60_Grip_A669_1-1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_Mos_Hex_25x285_A7C1.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_Mos_Brick_30x60_A7DB-710x270.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Tobacco_Mos_30x30_A7DL-710x710.jpg'];['Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31907', 'false', 'https://www.minoli.co.uk/tiles/prism-outdoor-cloud/', '31907', 'false', 'https://www.minoli.co.uk/tiles/prism-outdoor-cloud/'];['Prism Cloud Outdoor\n', 'Prism Cloud Outdoor\n'];['120/120 (20 mm)', '80/80 (20 mm)'];['PSM1049', 'Non-stock items – Approx. 21-28 days', 'PSM1066', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/11/Prism_Cloud_120x120_Textured_A5OO_3-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Prism_Cloud_120x120_Textured_A5OO_3-710x710.jpg'];['Prism - Outdoor', 'https://www.minoli.co.uk/ranges/prism-outdoor/', 'Prism - Outdoor', 'https://www.minoli.co.uk/ranges/prism-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax'];['32268', 'false', 'https://www.minoli.co.uk/tiles/etic-outdoor-noce-hickory/'];['Etic Noce Hickory Outdoor \n'];['30/120 (20 mm)'];['ETC1040', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Minoli-Etic-Noce-Hickory-250x1500-710x118.jpg'];['Etic - Outdoor', 'https://www.minoli.co.uk/ranges/etic-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor'];['false'];['special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32262', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-pearl/', '32262', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-pearl/', '32262', 'false', 'https://www.minoli.co.uk/tiles/bravestone-outdoor-pearl/'];['Bravestone Pearl Outdoor\n', 'Bravestone Pearl Outdoor', 'Bravestone Pearl Outdoor'];['60/120 (20 mm)', '45/90 (20 mm)', '60/60 (20 mm)'];['BVS1062', 'Non-stock items – Approx. 21-28 days', 'BVS1057', 'Non-stock items – Approx. 21-28 days', 'BVS1052', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Bravestone-Pearl-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Pearl-45-lastra-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Bravestone-Pearl-Lastra.jpg'];['Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/', 'Bravestone - Outdoor', 'https://www.minoli.co.uk/ranges/bravestone-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/', '32911', 'false', 'https://www.minoli.co.uk/tiles/boost-stone-white/'];['Boost Stone White Matt\n', 'Boost Stone White Matt\n', 'Boost Stone White Outdoor (20mm)\n', 'Boost Stone White Matt\n', 'Boost Stone White Grip\n', 'Boost Stone White Outdoor (20mm)\n', 'Boost Stone White Matt\n', 'Boost Stone White Outdoor (20mm)\n', 'Boost Stone White Matt\n', 'Boost Stone White Grip\n', 'Boost Stone White Mosaico Hex', 'Boost Stone White Brick', 'Boost Stone White Mosaico Matt', 'Boost Stone Mosaico Cube Cold'];['120/278 (6mm)', '120/120 (9mm)', '120/120 (20mm)', '60/120 (9mm)', '60/120 (9mm)', '60/120 (20mm)', '60/60 (9mm)', '60/60 (20mm)', '30/60 (9mm)', '30/60 (9mm)', '25/28.5 (9mm)', '30/60 (9mm)', '30/30 (9mm)', '30/30 (9mm)'];['BST1260', 'Non-stock items - Approx. 21-28 days', 'BST1270', 'Please check stock availability at time of ordering', 'BST1328', 'Please check stock availability at time of ordering', 'BST1280', 'Please check stock availability at time of ordering', 'BST1310', 'Non-stock items - Approx. 21-28 days', 'BST1334', 'Please check stock availability at time of ordering', 'BST1290', 'Please check stock availability at time of ordering', 'BST1340', 'Please check stock availability at time of ordering', 'BST1300', 'Non-stock items - Approx. 21-28 days', 'BST1320', 'Non-stock items - Approx. 21-28 days', 'BST1344', 'Non-stock items - Approx. 21-28 days', 'BST1354', 'Non-stock items - Approx. 21-28 days', 'BST1364', 'Non-stock items - Approx. 21-28 days', 'BST1342', 'Non-stock items - Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_120x278_Matte_A6R7_1-710x308.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_120x120_Matte_A6QS_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_120x120_Textured_A67M_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_60x120_Matte_A6Q2_2-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_60x120_Grip_A66R_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_60X120_Textured_A67R_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_60x60_Matte_A6RC_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_60x60_Textured_A67W_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_30x60_Matte_A6RX_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_30x60_Grip_A661_3-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_Mos_Hex_25x285_A67I.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_Mos_Brick_30x60_A7C3-710x270.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_White_Mos_30x30_A7DD-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2021/11/Minoli_BoostStone_Mos_Cube_Cold_30x30_A7DN.jpg'];['Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/', 'Boost Stone', 'https://www.minoli.co.uk/ranges/boost-stone/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor', 'Wall/Floor', 'Outdoor', 'Wall/Floor', 'Wall/Floor', 'Outdoor', 'Wall/Floor', 'Outdoor', 'Wall/Floor', 'Wall/Floor', 'false', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'in-stock', 'in-stock', 'in-stock', 'special-order', 'in-stock', 'in-stock', 'in-stock', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['31962', 'false', 'https://www.minoli.co.uk/tiles/norway-outdoor-svart/', '31962', 'false', 'https://www.minoli.co.uk/tiles/norway-outdoor-svart/', '31962', 'false', 'https://www.minoli.co.uk/tiles/norway-outdoor-svart/'];['Norway Svart Textured Outdoor', 'Norway Svart Textured Outdoor', 'Norway Svart Textured Outdoor'];['90/90 (20 mm)', '80/80 (20 mm)', '60/60 (20 mm)'];['NWY1081', 'Non-stock items – Approx. 21-28 days', 'NWY1105', 'Non-stock items – Approx. 21-28 days', 'NWY1063', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Minoli-Norway-Svart-Strut-600x600-e1464274912324.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Minoli-Norway-Svart-600x600-e1464274896724.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Minoli-Norway-Svart-Strut-600x600-e1464274912324.jpg'];['Norway - Outdoor', 'https://www.minoli.co.uk/ranges/norway-outdoor/', 'Norway - Outdoor', 'https://www.minoli.co.uk/ranges/norway-outdoor/', 'Norway - Outdoor', 'https://www.minoli.co.uk/ranges/norway-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Outdoor'];['false', 'false', 'false'];['special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['31559', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2-2/', '31559', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2-2/', '31559', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2-2/', '31559', 'false', 'https://www.minoli.co.uk/tiles/trust-outdoor-ivory-2-2/'];['Trust Silver Outdoor ', 'Trust Silver Outdoor ', 'Trust Silver Outdoor ', 'Trust Silver Outdoor '];['60/120 (20 mm)', '45/90 (20 mm)', '60/60 (20 mm)', '30/60 (20 mm)'];['TRT1067', 'Non-stock items – Approx. 21-28 days', 'TRT1063', 'Non-stock items – Approx. 21-28 days', 'TRT1059', 'Non-stock items – Approx. 21-28 days', 'TRT1055', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/Trust-Silver-Lastra-60x120-710x358.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Silver-Lastra-45x90-710x363.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Silver-Lastra.jpg', 'https://www.minoli.co.uk/wp-content/uploads/Trust-Silver-Lastra-30x60.jpg'];['Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/', 'Trust - Outdoor', 'https://www.minoli.co.uk/ranges/trust-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor', 'Floor', 'Outdoor'];['false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31904', 'false', 'https://www.minoli.co.uk/tiles/prism-outdoor-cord/', '31904', 'false', 'https://www.minoli.co.uk/tiles/prism-outdoor-cord/'];['Prism Cord Outdoor', 'Prism Cord Outdoor'];['120/120 (20 mm)', '80/80 (20 mm)'];['PSM1047', 'Non-stock items – Approx. 21-28 days', 'PSM1064', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2020/11/Prism_Cord_120x120_Textured_A5ON_3-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Prism_Cord_120x120_Textured_A5ON_3-710x710.jpg'];['Prism - Outdoor', 'https://www.minoli.co.uk/ranges/prism-outdoor/', 'Prism - Outdoor', 'https://www.minoli.co.uk/ranges/prism-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax'];['31567', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2/', '31567', 'false', 'https://www.minoli.co.uk/tiles/raw-outdoor-white-2/'];['Raw Sand Outdoor\n', 'Raw Sand Outdoor\n'];['120/120 (20mm)', '60/120 (20mm)'];['RAW1037', 'Non-stock items – Approx. 21-28 days', 'RAW1033', 'Non-stock items – Approx. 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/grip_0002_Raw_Sand_120x120_Textured_A06O_01-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/raw-rect_0004__Raw_Sand_60x120_Textured_A0JQ_01-710x355.jpg'];['Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/', 'Raw - Outdoor', 'https://www.minoli.co.uk/ranges/raw-outdoor/'];['Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/', 'Outdoor Collection', 'https://www.minoli.co.uk/collections/outdoor-20mm/'];['Outdoor', 'Outdoor'];['false', 'false'];['special-order', 'special-order']
